race_no,official_time,time_sec
165,02:47:27,10047
1656,02:47:27,10047
1920,02:47:27,10047
501,02:47:29,10049
448,02:47:30,10050
2316,02:47:32,10052
318,02:47:32,10052
915,02:47:35,10055
1216,02:47:39,10059
634,02:47:39,10059
827,02:47:40,10060
535,02:47:40,10060
2695,02:47:40,10060
710,02:47:41,10061
801,02:47:43,10063
1028,02:47:45,10065
1543,02:47:47,10067
1907,02:47:49,10069
537,02:47:50,10070
1355,02:47:50,10070
311,02:47:50,10070
310,02:47:52,10072
688,02:47:52,10072
403,02:47:57,10077
721,02:47:58,10078
1785,02:48:01,10081
539,02:48:03,10083
830,02:48:03,10083
643,02:48:08,10088
988,02:48:09,10089
1693,02:48:10,10090
443,02:48:13,10093
761,02:48:14,10094
285,02:48:16,10096
F35,02:48:17,10097
1952,02:48:18,10098
1205,02:48:19,10099
2594,02:48:22,10102
2072,02:48:23,10103
894,02:48:23,10103
503,02:48:25,10105
533,02:48:26,10106
982,02:48:26,10106
281,02:48:31,10111
521,02:48:35,10115
1062,02:48:36,10116
560,02:48:39,10119
2241,02:48:39,10119
1949,02:48:40,10120
1001,02:48:40,10120
323,02:48:42,10122
2176,02:48:42,10122
1551,02:48:43,10123
1293,02:48:43,10123
5149,02:48:44,10124
478,02:48:44,10124
781,02:48:47,10127
F31,02:48:47,10127
366,02:48:47,10127
495,02:48:48,10128
223,02:48:48,10128
F103,02:48:49,10129
246,02:48:50,10130
1418,02:48:50,10130
919,02:48:53,10133
1316,02:48:53,10133
509,02:48:54,10134
398,02:48:57,10137
893,02:48:57,10137
1055,02:48:57,10137
1757,02:48:58,10138
678,02:48:59,10139
1800,02:48:59,10139
1864,02:49:00,10140
F37,02:49:01,10141
381,02:49:02,10142
1175,02:49:03,10143
1177,02:49:04,10144
1105,02:49:05,10145
3863,02:49:06,10146
2401,02:49:07,10147
620,02:49:07,10147
871,02:49:09,10149
543,02:49:09,10149
1102,02:49:12,10152
244,02:49:14,10154
1272,02:49:14,10154
1337,02:49:16,10156
1519,02:49:17,10157
2967,02:49:18,10158
809,02:49:19,10159
1087,02:49:23,10163
412,02:49:25,10165
659,02:49:25,10165
595,02:49:26,10166
3141,02:49:26,10166
1004,02:49:26,10166
1206,02:49:27,10167
290,02:49:27,10167
2158,02:49:31,10171
365,02:49:32,10172
1632,02:49:32,10172
1771,02:49:34,10174
1031,02:49:36,10176
1214,02:49:36,10176
1077,02:49:37,10177
1391,02:49:39,10179
1462,02:49:40,10180
841,02:49:40,10180
1235,02:49:40,10180
4489,02:49:40,10180
746,02:49:41,10181
3467,02:49:41,10181
385,02:49:42,10182
1729,02:49:43,10183
1875,02:49:45,10185
527,02:49:47,10187
1297,02:49:47,10187
3005,02:49:47,10187
4130,02:49:48,10188
1244,02:49:48,10188
815,02:49:51,10191
969,02:49:51,10191
1094,02:49:51,10191
2383,02:49:51,10191
2984,02:49:52,10192
2117,02:49:53,10193
1410,02:49:56,10196
760,02:49:56,10196
1759,02:49:56,10196
1982,02:49:58,10198
1763,02:49:59,10199
F32,02:49:59,10199
2284,02:49:59,10199
1450,02:50:00,10200
464,02:50:00,10200
1250,02:50:01,10201
4863,02:50:02,10202
140,02:50:02,10202
471,02:50:02,10202
5074,02:50:02,10202
771,02:50:02,10202
1852,02:50:04,10204
255,02:50:04,10204
349,02:50:06,10206
1441,02:50:06,10206
698,02:50:06,10206
657,02:50:07,10207
1107,02:50:07,10207
126,02:50:14,10214
716,02:50:16,10216
1234,02:50:18,10218
650,02:50:18,10218
575,02:50:22,10222
2042,02:50:23,10223
661,02:50:24,10224
275,02:50:24,10224
1460,02:50:25,10225
1318,02:50:25,10225
218,02:50:26,10226
2254,02:50:30,10230
1109,02:50:30,10230
923,02:50:31,10231
673,02:50:31,10231
351,02:50:31,10231
1282,02:50:35,10235
2078,02:50:39,10239
355,02:50:39,10239
4730,02:50:39,10239
1328,02:50:39,10239
292,02:50:40,10240
499,02:50:40,10240
949,02:50:41,10241
214,02:50:41,10241
564,02:50:42,10242
4298,02:50:43,10243
590,02:50:43,10243
2108,02:50:44,10244
1964,02:50:45,10245
2354,02:50:45,10245
860,02:50:45,10245
912,02:50:46,10246
990,02:50:46,10246
4048,02:50:46,10246
1900,02:50:47,10247
853,02:50:48,10248
1158,02:50:48,10248
654,02:50:49,10249
269,02:50:51,10251
37,02:50:51,10251
936,02:50:52,10252
326,02:50:55,10255
1259,02:50:56,10256
F21,02:50:56,10256
507,02:50:56,10256
420,02:50:56,10256
1361,02:50:57,10257
108,02:51:01,10261
2052,02:51:01,10261
862,02:51:02,10262
1902,02:51:03,10263
1958,02:51:03,10263
F33,02:51:04,10264
930,02:51:06,10266
705,02:51:06,10266
2245,02:51:07,10267
2818,02:51:08,10268
2391,02:51:09,10269
1686,02:51:10,10270
2208,02:51:12,10272
1667,02:51:12,10272
1457,02:51:13,10273
336,02:51:14,10274
1469,02:51:14,10274
273,02:51:15,10275
1651,02:51:16,10276
577,02:51:16,10276
3301,02:51:16,10276
2322,02:51:17,10277
309,02:51:17,10277
1748,02:51:18,10278
992,02:51:18,10278
1768,02:51:20,10280
1022,02:51:20,10280
455,02:51:21,10281
159,02:51:21,10281
1190,02:51:21,10281
2262,02:51:23,10283
2444,02:51:25,10285
538,02:51:27,10287
869,02:51:27,10287
2434,02:51:27,10287
127,02:51:27,10287
1428,02:51:28,10288
1722,02:51:29,10289
825,02:51:30,10290
458,02:51:31,10291
1347,02:51:31,10291
449,02:51:32,10292
645,02:51:32,10292
F116,02:51:33,10293
1030,02:51:35,10295
1237,02:51:36,10296
2118,02:51:37,10297
491,02:51:37,10297
1095,02:51:38,10298
3670,02:51:38,10298
708,02:51:39,10299
1510,02:51:39,10299
2911,02:51:42,10302
1225,02:51:43,10303
1723,02:51:44,10304
719,02:51:45,10305
1626,02:51:45,10305
1112,02:51:45,10305
558,02:51:46,10306
2632,02:51:46,10306
2930,02:51:46,10306
1099,02:51:46,10306
2266,02:51:46,10306
2011,02:51:47,10307
1032,02:51:48,10308
4945,02:51:48,10308
1736,02:51:48,10308
357,02:51:49,10309
5105,02:51:50,10310
2058,02:51:51,10311
619,02:51:51,10311
1867,02:51:52,10312
1622,02:51:54,10314
1331,02:51:56,10316
967,02:51:56,10316
1979,02:51:56,10316
899,02:51:56,10316
5468,02:51:58,10318
877,02:52:01,10321
188,02:52:03,10323
1436,02:52:04,10324
1896,02:52:07,10327
2409,02:52:08,10328
683,02:52:09,10329
704,02:52:09,10329
1184,02:52:11,10331
1857,02:52:11,10331
844,02:52:12,10332
2073,02:52:13,10333
5681,02:52:13,10333
1083,02:52:15,10335
1057,02:52:16,10336
3275,02:52:16,10336
1397,02:52:17,10337
1752,02:52:17,10337
3967,02:52:18,10338
2523,02:52:21,10341
1192,02:52:21,10341
1967,02:52:21,10341
1826,02:52:21,10341
1706,02:52:21,10341
1779,02:52:21,10341
481,02:52:21,10341
2694,02:52:22,10342
1269,02:52:23,10343
1804,02:52:24,10344
649,02:52:24,10344
522,02:52:25,10345
1503,02:52:25,10345
1511,02:52:25,10345
430,02:52:25,10345
2577,02:52:25,10345
3251,02:52:25,10345
1677,02:52:25,10345
F102,02:52:25,10345
3436,02:52:26,10346
1005,02:52:28,10348
983,02:52:29,10349
1717,02:52:29,10349
1292,02:52:31,10351
2310,02:52:31,10351
794,02:52:32,10352
1555,02:52:32,10352
549,02:52:33,10353
4275,02:52:33,10353
1104,02:52:33,10353
836,02:52:34,10354
409,02:52:35,10355
1183,02:52:36,10356
2396,02:52:36,10356
1118,02:52:37,10357
3867,02:52:37,10357
1241,02:52:39,10359
690,02:52:39,10359
319,02:52:41,10361
608,02:52:41,10361
926,02:52:43,10363
3222,02:52:44,10364
F23,02:52:45,10365
557,02:52:45,10365
892,02:52:46,10366
905,02:52:46,10366
2729,02:52:48,10368
F29,02:52:49,10369
144,02:52:51,10371
2866,02:52:52,10372
3435,02:52:52,10372
1154,02:52:52,10372
3777,02:52:54,10374
2386,02:52:54,10374
684,02:52:55,10375
1674,02:52:56,10376
2341,02:52:58,10378
1236,02:52:58,10378
2484,02:52:58,10378
984,02:52:59,10379
1006,02:52:59,10379
1165,02:52:59,10379
5089,02:53:00,10380
1731,02:53:00,10380
1589,02:53:00,10380
777,02:53:02,10382
1583,02:53:02,10382
908,02:53:04,10384
1883,02:53:04,10384
2875,02:53:05,10385
1466,02:53:05,10385
1433,02:53:05,10385
2352,02:53:05,10385
737,02:53:06,10386
224,02:53:06,10386
1203,02:53:07,10387
2542,02:53:09,10389
1700,02:53:10,10390
419,02:53:10,10390
3431,02:53:13,10393
1059,02:53:13,10393
730,02:53:15,10395
612,02:53:16,10396
1025,02:53:17,10397
424,02:53:17,10397
1375,02:53:19,10399
3209,02:53:20,10400
340,02:53:21,10401
1877,02:53:22,10402
1048,02:53:23,10403
1577,02:53:24,10404
2061,02:53:25,10405
3129,02:53:26,10406
956,02:53:27,10407
2019,02:53:27,10407
1372,02:53:28,10408
1008,02:53:29,10409
1806,02:53:29,10409
3992,02:53:30,10410
2407,02:53:33,10413
510,02:53:34,10414
1750,02:53:35,10415
1872,02:53:36,10416
3246,02:53:37,10417
702,02:53:37,10417
1955,02:53:38,10418
4778,02:53:38,10418
7485,02:53:38,10418
1052,02:53:38,10418
582,02:53:39,10419
1189,02:53:39,10419
1173,02:53:39,10419
1202,02:53:40,10420
212,02:53:40,10420
1182,02:53:41,10421
308,02:53:41,10421
438,02:53:41,10421
632,02:53:41,10421
4908,02:53:42,10422
1035,02:53:44,10424
2988,02:53:44,10424
2249,02:53:44,10424
2633,02:53:46,10426
812,02:53:47,10427
1553,02:53:49,10429
725,02:53:49,10429
2702,02:53:50,10430
1947,02:53:51,10431
1635,02:53:52,10432
2833,02:53:52,10432
1707,02:53:53,10433
601,02:53:54,10434
1531,02:53:54,10434
1132,02:53:54,10434
4119,02:53:55,10435
2972,02:53:56,10436
720,02:53:57,10437
545,02:53:58,10438
1773,02:54:00,10440
1300,02:54:02,10442
2856,02:54:02,10442
1248,02:54:03,10443
3678,02:54:03,10443
1559,02:54:03,10443
2152,02:54:04,10444
2119,02:54:04,10444
2129,02:54:04,10444
1657,02:54:05,10445
1678,02:54:06,10446
1120,02:54:06,10446
157,02:54:07,10447
2257,02:54:07,10447
579,02:54:08,10448
7009,02:54:08,10448
922,02:54:10,10450
819,02:54:10,10450
4261,02:54:11,10451
4602,02:54:13,10453
1242,02:54:13,10453
1816,02:54:14,10454
81,02:54:14,10454
136,02:54:14,10454
1507,02:54:14,10454
1544,02:54:16,10456
1432,02:54:17,10457
3170,02:54:17,10457
1376,02:54:17,10457
1703,02:54:18,10458
3641,02:54:18,10458
1019,02:54:19,10459
1608,02:54:19,10459
1890,02:54:19,10459
1003,02:54:21,10461
407,02:54:21,10461
330,02:54:23,10463
757,02:54:23,10463
1992,02:54:28,10468
3162,02:54:30,10470
587,02:54:31,10471
4410,02:54:31,10471
1447,02:54:32,10472
1605,02:54:32,10472
3634,02:54:32,10472
359,02:54:32,10472
2150,02:54:32,10472
3181,02:54:32,10472
691,02:54:34,10474
814,02:54:35,10475
3103,02:54:35,10475
1980,02:54:35,10475
1065,02:54:36,10476
2505,02:54:37,10477
1799,02:54:39,10479
447,02:54:39,10479
2060,02:54:39,10479
1126,02:54:39,10479
1082,02:54:40,10480
1892,02:54:43,10483
417,02:54:44,10484
3245,02:54:44,10484
843,02:54:45,10485
1794,02:54:45,10485
1340,02:54:45,10485
2593,02:54:46,10486
741,02:54:46,10486
1695,02:54:48,10488
9223,02:54:49,10489
2902,02:54:49,10489
902,02:54:49,10489
284,02:54:50,10490
344,02:54:50,10490
4688,02:54:51,10491
3563,02:54:51,10491
669,02:54:52,10492
2195,02:54:52,10492
1260,02:54:52,10492
3640,02:54:52,10492
2050,02:54:52,10492
2751,02:54:54,10494
975,02:54:54,10494
900,02:54:56,10496
245,02:54:57,10497
5873,02:54:57,10497
981,02:54:58,10498
2416,02:54:58,10498
2840,02:54:59,10499
3494,02:55:00,10500
1283,02:55:02,10502
859,02:55:05,10505
1213,02:55:05,10505
1467,02:55:05,10505
2876,02:55:06,10506
958,02:55:06,10506
1434,02:55:08,10508
2615,02:55:08,10508
2182,02:55:08,10508
393,02:55:09,10509
3171,02:55:10,10510
1636,02:55:11,10511
3849,02:55:13,10513
5294,02:55:15,10515
F104,02:55:15,10515
1188,02:55:16,10516
1468,02:55:16,10516
1150,02:55:16,10516
1402,02:55:17,10517
3322,02:55:18,10518
2143,02:55:18,10518
2173,02:55:18,10518
2198,02:55:18,10518
1002,02:55:18,10518
1111,02:55:20,10520
1193,02:55:20,10520
3675,02:55:22,10522
1582,02:55:24,10524
1524,02:55:24,10524
1889,02:55:25,10525
1813,02:55:25,10525
1081,02:55:26,10526
1573,02:55:28,10528
3220,02:55:30,10530
2291,02:55:30,10530
2754,02:55:31,10531
5497,02:55:31,10531
1805,02:55:31,10531
2648,02:55:31,10531
713,02:55:32,10532
418,02:55:32,10532
1412,02:55:33,10533
2216,02:55:33,10533
480,02:55:34,10534
2002,02:55:35,10535
1319,02:55:35,10535
2437,02:55:36,10536
1085,02:55:36,10536
1587,02:55:36,10536
3499,02:55:37,10537
1760,02:55:37,10537
635,02:55:38,10538
1181,02:55:42,10542
2591,02:55:42,10542
1195,02:55:42,10542
2682,02:55:43,10543
1879,02:55:44,10544
4111,02:55:45,10545
1171,02:55:45,10545
1247,02:55:45,10545
2114,02:55:45,10545
813,02:55:46,10546
1040,02:55:47,10547
2214,02:55:50,10550
2685,02:55:50,10550
3163,02:55:50,10550
4008,02:55:50,10550
2962,02:55:51,10551
1585,02:55:52,10552
1301,02:55:52,10552
672,02:55:53,10553
3174,02:55:53,10553
524,02:55:54,10554
1413,02:55:57,10557
3029,02:55:57,10557
175,02:55:58,10558
3263,02:55:59,10559
2569,02:56:01,10561
379,02:56:02,10562
3786,02:56:03,10563
5848,02:56:03,10563
2830,02:56:03,10563
2128,02:56:04,10564
1070,02:56:04,10564
268,02:56:06,10566
1497,02:56:06,10566
4332,02:56:07,10567
3050,02:56:07,10567
6768,02:56:09,10569
731,02:56:09,10569
2791,02:56:10,10570
1285,02:56:11,10571
460,02:56:12,10572
343,02:56:12,10572
1067,02:56:12,10572
2365,02:56:12,10572
1774,02:56:12,10572
1072,02:56:13,10573
898,02:56:13,10573
3183,02:56:14,10574
1558,02:56:15,10575
3294,02:56:15,10575
2043,02:56:16,10576
2120,02:56:16,10576
3652,02:56:16,10576
2454,02:56:17,10577
5330,02:56:17,10577
576,02:56:17,10577
932,02:56:18,10578
1417,02:56:18,10578
917,02:56:18,10578
2991,02:56:19,10579
1159,02:56:19,10579
505,02:56:21,10581
2166,02:56:21,10581
1935,02:56:21,10581
3207,02:56:22,10582
4958,02:56:22,10582
1394,02:56:23,10583
610,02:56:24,10584
2122,02:56:24,10584
167,02:56:24,10584
5137,02:56:25,10585
258,02:56:25,10585
766,02:56:25,10585
2004,02:56:25,10585
1865,02:56:26,10586
3536,02:56:27,10587
1106,02:56:28,10588
3515,02:56:28,10588
1593,02:56:29,10589
1994,02:56:29,10589
1226,02:56:30,10590
2314,02:56:30,10590
3719,02:56:30,10590
371,02:56:31,10591
1927,02:56:31,10591
931,02:56:31,10591
2944,02:56:32,10592
3938,02:56:32,10592
8637,02:56:33,10593
773,02:56:33,10593
5908,02:56:33,10593
679,02:56:33,10593
1309,02:56:34,10594
227,02:56:35,10595
562,02:56:35,10595
1381,02:56:36,10596
342,02:56:36,10596
3009,02:56:37,10597
358,02:56:37,10597
1880,02:56:37,10597
1084,02:56:37,10597
2730,02:56:37,10597
2957,02:56:38,10598
1306,02:56:39,10599
2465,02:56:39,10599
718,02:56:40,10600
1291,02:56:40,10600
2689,02:56:41,10601
3017,02:56:42,10602
1215,02:56:42,10602
882,02:56:42,10602
2430,02:56:43,10603
1838,02:56:43,10603
2032,02:56:43,10603
3539,02:56:43,10603
5368,02:56:43,10603
3232,02:56:44,10604
3169,02:56:45,10605
2510,02:56:45,10605
2000,02:56:46,10606
1825,02:56:46,10606
1137,02:56:46,10606
4377,02:56:47,10607
3475,02:56:48,10608
1863,02:56:48,10608
2201,02:56:49,10609
2613,02:56:49,10609
4729,02:56:49,10609
162,02:56:50,10610
3143,02:56:50,10610
563,02:56:50,10610
824,02:56:50,10610
3166,02:56:51,10611
5992,02:56:51,10611
897,02:56:51,10611
1732,02:56:52,10612
1200,02:56:53,10613
3380,02:56:53,10613
1251,02:56:53,10613
3429,02:56:54,10614
3505,02:56:54,10614
738,02:56:55,10615
3093,02:56:55,10615
847,02:56:56,10616
1362,02:56:57,10617
1348,02:57:00,10620
1180,02:57:01,10621
4473,02:57:01,10621
4030,02:57:01,10621
884,02:57:03,10623
2714,02:57:03,10623
1971,02:57:04,10624
3206,02:57:04,10624
3194,02:57:05,10625
8081,02:57:05,10625
1795,02:57:05,10625
2404,02:57:06,10626
2295,02:57:06,10626
950,02:57:07,10627
421,02:57:07,10627
822,02:57:07,10627
3768,02:57:08,10628
2207,02:57:08,10628
1405,02:57:09,10629
3492,02:57:09,10629
2379,02:57:09,10629
2093,02:57:10,10630
3140,02:57:10,10630
2053,02:57:12,10632
5911,02:57:12,10632
185,02:57:13,10633
2656,02:57:13,10633
666,02:57:14,10634
2231,02:57:14,10634
1123,02:57:15,10635
4756,02:57:15,10635
5546,02:57:15,10635
3883,02:57:16,10636
2790,02:57:18,10638
3538,02:57:18,10638
4984,02:57:18,10638
2960,02:57:18,10638
970,02:57:18,10638
858,02:57:18,10638
1709,02:57:19,10639
3695,02:57:19,10639
2054,02:57:19,10639
973,02:57:20,10640
1933,02:57:21,10641
6061,02:57:21,10641
3449,02:57:21,10641
3671,02:57:22,10642
3102,02:57:22,10642
2270,02:57:22,10642
2507,02:57:22,10642
4825,02:57:23,10643
2332,02:57:25,10645
1356,02:57:26,10646
952,02:57:27,10647
1975,02:57:27,10647
3224,02:57:28,10648
5079,02:57:28,10648
1448,02:57:29,10649
5959,02:57:29,10649
1370,02:57:30,10650
3699,02:57:30,10650
1501,02:57:30,10650
1350,02:57:30,10650
3437,02:57:30,10650
3351,02:57:31,10651
534,02:57:34,10654
1358,02:57:34,10654
F115,02:57:34,10654
586,02:57:35,10655
4160,02:57:36,10656
5571,02:57:37,10657
1258,02:57:37,10657
783,02:57:37,10657
3565,02:57:40,10660
845,02:57:42,10662
1996,02:57:42,10662
321,02:57:43,10663
4394,02:57:43,10663
1758,02:57:43,10663
294,02:57:43,10663
802,02:57:45,10665
6133,02:57:45,10665
496,02:57:45,10665
2307,02:57:45,10665
4148,02:57:45,10665
5797,02:57:45,10665
1029,02:57:47,10667
1079,02:57:47,10667
4694,02:57:47,10667
1885,02:57:48,10668
1143,02:57:48,10668
4551,02:57:49,10669
F111,02:57:49,10669
1341,02:57:49,10669
5020,02:57:50,10670
3215,02:57:50,10670
1926,02:57:52,10672
864,02:57:52,10672
1478,02:57:53,10673
2794,02:57:55,10675
768,02:57:55,10675
4873,02:57:55,10675
943,02:57:55,10675
5097,02:57:58,10678
1962,02:57:58,10678
3601,02:57:59,10679
2203,02:57:59,10679
1103,02:57:59,10679
1965,02:57:59,10679
1063,02:58:00,10680
5438,02:58:00,10680
769,02:58:01,10681
2199,02:58:02,10682
5295,02:58:04,10684
1534,02:58:04,10684
4492,02:58:05,10685
1640,02:58:06,10686
1484,02:58:06,10686
4355,02:58:07,10687
2125,02:58:07,10687
4144,02:58:07,10687
6432,02:58:08,10688
5085,02:58:08,10688
4525,02:58:08,10688
3394,02:58:08,10688
2218,02:58:08,10688
3638,02:58:09,10689
3117,02:58:09,10689
686,02:58:09,10689
2088,02:58:09,10689
1042,02:58:10,10690
1514,02:58:10,10690
4347,02:58:10,10690
1121,02:58:11,10691
636,02:58:11,10691
1496,02:58:11,10691
2232,02:58:12,10692
4276,02:58:12,10692
2146,02:58:13,10693
2750,02:58:13,10693
