race_no,official_time,time_sec
24029,03:02:16,10936
24810,03:02:19,10939
24424,03:02:20,10940
24567,03:02:20,10940
23182,03:02:21,10941
20883,03:02:32,10952
30224,03:02:41,10961
24554,03:03:11,10991
20992,03:03:19,10999
28550,03:03:29,11009
24757,03:03:37,11017
20031,03:03:44,11024
23071,03:03:49,11029
23195,03:04:06,11046
26024,03:04:06,11046
23088,03:04:07,11047
23132,03:04:15,11055
23153,03:04:29,11069
23104,03:04:46,11086
20123,03:05:03,11103
23399,03:05:04,11104
27424,03:05:10,11110
26051,03:05:17,11117
23171,03:05:19,11119
24311,03:05:25,11125
20872,03:05:26,11126
27845,03:05:31,11131
24231,03:05:36,11136
20932,03:05:46,11146
75,03:05:53,11153
33262,03:06:03,11163
24178,03:06:09,11169
20092,03:06:19,11179
27939,03:06:22,11182
27887,03:06:29,11189
27308,03:06:30,11190
23102,03:06:31,11191
26095,03:06:33,11193
24334,03:06:36,11196
23162,03:06:37,11197
20987,03:06:37,11197
20965,03:06:54,11214
30253,03:06:56,11216
28391,03:06:59,11219
20036,03:07:12,11232
26073,03:07:14,11234
27729,03:07:17,11237
20078,03:07:20,11240
23073,03:07:21,11241
24459,03:07:27,11247
20027,03:07:31,11251
20942,03:07:35,11255
20807,03:07:38,11258
24738,03:07:40,11260
24191,03:07:42,11262
26011,03:07:43,11263
26097,03:07:45,11265
30012,03:07:45,11265
23155,03:07:48,11268
23001,03:07:54,11274
26086,03:07:55,11275
24618,03:07:57,11277
28376,03:08:02,11282
33378,03:08:03,11283
20842,03:08:12,11292
20734,03:08:22,11302
27802,03:08:28,11308
23022,03:08:33,11313
27103,03:08:34,11314
24852,03:08:38,11318
9,03:08:38,11318
33304,03:08:40,11320
26058,03:08:48,11328
28047,03:08:49,11329
20131,03:09:00,11340
24277,03:09:00,11340
24217,03:09:05,11345
24703,03:09:10,11350
26210,03:09:14,11354
26074,03:09:20,11360
20150,03:09:22,11362
20007,03:09:23,11363
24649,03:09:24,11364
20126,03:09:26,11366
23144,03:09:36,11376
20082,03:09:40,11380
26083,03:09:42,11382
20118,03:09:53,11393
24190,03:09:55,11395
28207,03:10:02,11402
20963,03:10:09,11409
26080,03:10:11,11411
20068,03:10:15,11415
20835,03:10:15,11415
27680,03:10:21,11421
20080,03:10:22,11422
23034,03:10:25,11425
23091,03:10:27,11427
27804,03:10:34,11434
20606,03:10:38,11438
23115,03:10:43,11443
28004,03:10:45,11445
30199,03:11:03,11463
20884,03:11:04,11464
24235,03:11:07,11467
27570,03:11:12,11472
20369,03:11:20,11480
20428,03:11:22,11482
20867,03:11:34,11494
26091,03:11:35,11495
20928,03:11:43,11503
23024,03:11:44,11504
26092,03:11:47,11507
20972,03:11:49,11509
23108,03:11:59,11519
24383,03:12:04,11524
20070,03:12:09,11529
27475,03:12:15,11535
26203,03:12:22,11542
20105,03:12:23,11543
24712,03:12:24,11544
27715,03:12:33,11553
28102,03:12:45,11565
23021,03:12:45,11565
23078,03:12:45,11565
24569,03:12:46,11566
26104,03:12:47,11567
23066,03:12:53,11573
20072,03:12:58,11578
20836,03:12:59,11579
27869,03:12:59,11579
26601,03:13:11,11591
26044,03:13:11,11591
24698,03:13:13,11593
20003,03:13:15,11595
20022,03:13:18,11598
23190,03:13:18,11598
23003,03:13:23,11603
24352,03:13:25,11605
36373,03:13:27,11607
26071,03:13:28,11608
20990,03:13:30,11610
20009,03:13:34,11614
23095,03:13:42,11622
24016,03:13:48,11628
20782,03:13:50,11630
26432,03:13:52,11632
28404,03:13:54,11634
23015,03:13:57,11637
26078,03:14:03,11643
23087,03:14:04,11644
26132,03:14:12,11652
26002,03:14:15,11655
20006,03:14:16,11656
20054,03:14:18,11658
24666,03:14:20,11660
27830,03:14:23,11663
21052,03:14:24,11664
24185,03:14:25,11665
27366,03:14:26,11666
33380,03:14:28,11668
26409,03:14:29,11669
23185,03:14:32,11672
27003,03:14:41,11681
24548,03:14:46,11686
27309,03:14:50,11690
27215,03:14:54,11694
28158,03:14:58,11698
27160,03:14:59,11699
20024,03:15:03,11703
24300,03:15:04,11704
23135,03:15:08,11708
23007,03:15:10,11710
23818,03:15:15,11715
24505,03:15:18,11718
27286,03:15:26,11726
27967,03:15:34,11734
24498,03:15:37,11737
26748,03:15:45,11745
26001,03:15:48,11748
28484,03:15:52,11752
24674,03:15:55,11755
23019,03:15:57,11757
24513,03:15:58,11758
20226,03:15:59,11759
36048,03:16:09,11769
23118,03:16:12,11772
26072,03:16:20,11780
23061,03:16:34,11794
24796,03:16:35,11795
27335,03:16:40,11800
20828,03:16:43,11803
24328,03:16:47,11807
28209,03:16:48,11808
20355,03:16:49,11809
20034,03:16:50,11810
23064,03:16:50,11810
20032,03:16:51,11811
23113,03:16:53,11813
20851,03:16:57,11817
24372,03:17:00,11820
26036,03:17:01,11821
28175,03:17:06,11826
27504,03:17:09,11829
24236,03:17:11,11831
20984,03:17:19,11839
27951,03:17:20,11840
24669,03:17:27,11847
23951,03:17:30,11850
27944,03:17:34,11854
20907,03:17:39,11859
30200,03:17:42,11862
23026,03:17:44,11864
23074,03:17:59,11879
23173,03:18:05,11885
24403,03:18:10,11890
27447,03:18:15,11895
27858,03:18:17,11897
23788,03:18:19,11899
27087,03:18:20,11900
23275,03:18:23,11903
20155,03:18:26,11906
33228,03:18:28,11908
24210,03:18:40,11920
23123,03:18:47,11927
24374,03:18:54,11934
28427,03:18:54,11934
23031,03:18:56,11936
23032,03:18:58,11938
23119,03:19:02,11942
23196,03:19:08,11948
24391,03:19:11,11951
24448,03:19:12,11952
33310,03:19:13,11953
20010,03:19:21,11961
24900,03:19:23,11963
24271,03:19:23,11963
24288,03:19:23,11963
24885,03:19:31,11971
28025,03:19:36,11976
28274,03:19:37,11977
23529,03:19:40,11980
24622,03:19:40,11980
26820,03:19:43,11983
24775,03:19:48,11988
20002,03:19:49,11989
33334,03:19:50,11990
24305,03:20:00,12000
26066,03:20:03,12003
26009,03:20:10,12010
27437,03:20:10,12010
20889,03:20:10,12010
23757,03:20:11,12011
20681,03:20:19,12019
20814,03:20:27,12027
24221,03:20:33,12033
23992,03:20:35,12035
20128,03:20:37,12037
26118,03:20:38,12038
20473,03:20:43,12043
20129,03:20:44,12044
23903,03:20:44,12044
24888,03:20:47,12047
23601,03:20:51,12051
23062,03:20:51,12051
23075,03:20:52,12052
24851,03:20:55,12055
27409,03:20:55,12055
23012,03:20:59,12059
23960,03:21:00,12060
23500,03:21:04,12064
23028,03:21:07,12067
23140,03:21:09,12069
27075,03:21:09,12069
26128,03:21:10,12070
23133,03:21:10,12070
20037,03:21:10,12070
27054,03:21:11,12071
23129,03:21:18,12078
27868,03:21:22,12082
26049,03:21:24,12084
28369,03:21:24,12084
23096,03:21:26,12086
26087,03:21:29,12089
27774,03:21:33,12093
21105,03:21:34,12094
20076,03:21:35,12095
24887,03:21:35,12095
24405,03:21:35,12095
30119,03:21:36,12096
20005,03:21:37,12097
20800,03:21:39,12099
24451,03:21:43,12103
23100,03:21:51,12111
27081,03:21:54,12114
27995,03:21:56,12116
26094,03:21:57,12117
23114,03:21:57,12117
23116,03:22:00,12120
24263,03:22:01,12121
24283,03:22:07,12127
27524,03:22:15,12135
26045,03:22:17,12137
20121,03:22:20,12140
20986,03:22:21,12141
26046,03:22:23,12143
20053,03:22:24,12144
24205,03:22:37,12157
26060,03:22:41,12161
26515,03:22:42,12162
27643,03:22:46,12166
27880,03:22:49,12169
20588,03:22:51,12171
24758,03:22:54,12174
23098,03:22:58,12178
20152,03:22:59,12179
23675,03:23:00,12180
26038,03:23:06,12186
23794,03:23:10,12190
20966,03:23:13,12193
23706,03:23:16,12196
23194,03:23:17,12197
28063,03:23:21,12201
28031,03:23:26,12206
20132,03:23:29,12209
20099,03:23:29,12209
30020,03:23:31,12211
26003,03:23:33,12213
27777,03:23:39,12219
20374,03:23:39,12219
26288,03:23:42,12222
23169,03:23:47,12227
24585,03:23:50,12230
30240,03:23:50,12230
23308,03:23:51,12231
24731,03:23:51,12231
23146,03:23:54,12234
27507,03:23:55,12235
23131,03:23:58,12238
20017,03:24:06,12246
26090,03:24:10,12250
24266,03:24:11,12251
20820,03:24:17,12257
20117,03:24:20,12260
26027,03:24:24,12264
23420,03:24:25,12265
23060,03:24:26,12266
28122,03:24:26,12266
24717,03:24:27,12267
26133,03:24:30,12270
20627,03:24:36,12276
23331,03:24:38,12278
27182,03:24:38,12278
28038,03:24:41,12281
26927,03:24:48,12288
23079,03:24:51,12291
23016,03:24:51,12291
23120,03:24:54,12294
27748,03:24:56,12296
24471,03:25:07,12307
27343,03:25:10,12310
24611,03:25:14,12314
23175,03:25:17,12317
28224,03:25:18,12318
27803,03:25:23,12323
24665,03:25:25,12325
23058,03:25:28,12328
24243,03:25:36,12336
26334,03:25:37,12337
27902,03:25:38,12338
27434,03:25:40,12340
28444,03:25:43,12343
20335,03:25:44,12344
20909,03:25:46,12346
20302,03:25:46,12346
26064,03:25:47,12347
27346,03:25:49,12349
26020,03:25:58,12358
20920,03:25:59,12359
33367,03:26:03,12363
20789,03:26:06,12366
23017,03:26:08,12368
24764,03:26:10,12370
23126,03:26:14,12374
27940,03:26:17,12377
26913,03:26:18,12378
24803,03:26:18,12378
20088,03:26:23,12383
24410,03:26:27,12387
23207,03:26:38,12398
23046,03:26:39,12399
23130,03:26:39,12399
24536,03:26:40,12400
24337,03:26:40,12400
24021,03:26:40,12400
27899,03:26:44,12404
23110,03:26:45,12405
27646,03:26:47,12407
30024,03:26:51,12411
28043,03:26:52,12412
26103,03:26:52,12412
26730,03:26:55,12415
20661,03:26:55,12415
26047,03:26:58,12418
27938,03:26:58,12418
23082,03:27:01,12421
28187,03:27:03,12423
26004,03:27:03,12423
36030,03:27:05,12425
20071,03:27:08,12428
20075,03:27:09,12429
21071,03:27:10,12430
23156,03:27:11,12431
23989,03:27:11,12431
23009,03:27:14,12434
27368,03:27:16,12436
27903,03:27:16,12436
26126,03:27:17,12437
20802,03:27:17,12437
21066,03:27:17,12437
33004,03:27:17,12437
36393,03:27:22,12442
24689,03:27:22,12442
27716,03:27:26,12446
27571,03:27:30,12450
24754,03:27:33,12453
23164,03:27:34,12454
27878,03:27:37,12457
20060,03:27:40,12460
24651,03:27:44,12464
24576,03:27:46,12466
26117,03:27:46,12466
23044,03:27:48,12468
23033,03:27:55,12475
20016,03:27:55,12475
23174,03:27:59,12479
20405,03:28:00,12480
23039,03:28:03,12483
28153,03:28:04,12484
26099,03:28:06,12486
20014,03:28:07,12487
26142,03:28:08,12488
24686,03:28:11,12491
23197,03:28:11,12491
20715,03:28:14,12494
20098,03:28:14,12494
26062,03:28:19,12499
20844,03:28:22,12502
33273,03:28:22,12502
20476,03:28:24,12504
28429,03:28:24,12504
23179,03:28:26,12506
26096,03:28:27,12507
23059,03:28:33,12513
27618,03:28:36,12516
24097,03:28:37,12517
23371,03:28:42,12522
27819,03:28:42,12522
27815,03:28:42,12522
28017,03:28:42,12522
26028,03:28:44,12524
27079,03:28:45,12525
20456,03:28:46,12526
24048,03:28:49,12529
24431,03:28:50,12530
26013,03:28:50,12530
28167,03:28:52,12532
24537,03:28:52,12532
23141,03:28:53,12533
26085,03:28:56,12536
28275,03:28:56,12536
24577,03:28:58,12538
24347,03:28:59,12539
23036,03:28:59,12539
23254,03:29:03,12543
23106,03:29:05,12545
26043,03:29:06,12546
23699,03:29:09,12549
24095,03:29:10,12550
20101,03:29:11,12551
28013,03:29:12,12552
23148,03:29:13,12553
33204,03:29:14,12554
20051,03:29:15,12555
20568,03:29:17,12557
20811,03:29:21,12561
23127,03:29:22,12562
27584,03:29:24,12564
23081,03:29:25,12565
24218,03:29:26,12566
26037,03:29:26,12566
27416,03:29:26,12566
20069,03:29:27,12567
24632,03:29:28,12568
24497,03:29:31,12571
20231,03:29:31,12571
28034,03:29:33,12573
27250,03:29:35,12575
26123,03:29:39,12579
20445,03:29:39,12579
26035,03:29:41,12581
24659,03:29:45,12585
24181,03:29:46,12586
24521,03:29:47,12587
20067,03:29:48,12588
30228,03:29:48,12588
23005,03:29:50,12590
24835,03:29:51,12591
24227,03:29:52,12592
20865,03:29:52,12592
24629,03:29:55,12595
24154,03:29:56,12596
27058,03:29:58,12598
26217,03:29:59,12599
26052,03:29:59,12599
24850,03:30:00,12600
26063,03:30:01,12601
20041,03:30:02,12602
23176,03:30:05,12605
26491,03:30:06,12606
27257,03:30:07,12607
28312,03:30:07,12607
20043,03:30:10,12610
24876,03:30:11,12611
27578,03:30:11,12611
27881,03:30:12,12612
20834,03:30:12,12612
23477,03:30:14,12614
24762,03:30:15,12615
24565,03:30:16,12616
26039,03:30:16,12616
26108,03:30:17,12617
20246,03:30:17,12617
27795,03:30:18,12618
24416,03:30:20,12620
23183,03:30:21,12621
23718,03:30:21,12621
26067,03:30:22,12622
24728,03:30:27,12627
24545,03:30:31,12631
26135,03:30:31,12631
23259,03:30:34,12634
20414,03:30:37,12637
27102,03:30:38,12638
23002,03:30:46,12646
24250,03:30:49,12649
26259,03:30:54,12654
26472,03:31:04,12664
28055,03:31:07,12667
26360,03:31:13,12673
28076,03:31:13,12673
26654,03:31:14,12674
28159,03:31:17,12677
28190,03:31:19,12679
23437,03:31:21,12681
20821,03:31:22,12682
23023,03:31:26,12686
24203,03:31:35,12695
23771,03:31:36,12696
28134,03:31:41,12701
24423,03:31:42,12702
27063,03:31:43,12703
23103,03:31:44,12704
27986,03:31:45,12705
20982,03:31:46,12706
20114,03:31:46,12706
23830,03:31:47,12707
36452,03:31:48,12708
20636,03:31:50,12710
21063,03:31:52,12712
23684,03:31:57,12717
23948,03:32:02,12722
27344,03:32:03,12723
28089,03:32:05,12725
23570,03:32:06,12726
24898,03:32:07,12727
33301,03:32:08,12728
27719,03:32:09,12729
20357,03:32:10,12730
20411,03:32:13,12733
23177,03:32:13,12733
27373,03:32:15,12735
26246,03:32:21,12741
20048,03:32:22,12742
24343,03:32:23,12743
28262,03:32:24,12744
27832,03:32:27,12747
28210,03:32:31,12751
23051,03:32:32,12752
24478,03:32:34,12754
23971,03:32:36,12756
26107,03:32:37,12757
23397,03:32:38,12758
28469,03:32:39,12759
26023,03:32:41,12761
20109,03:32:41,12761
26468,03:32:42,12762
27405,03:32:45,12765
24600,03:32:46,12766
23178,03:32:49,12769
24071,03:32:51,12771
23053,03:32:53,12773
26040,03:32:53,12773
27796,03:33:03,12783
20791,03:33:05,12785
23111,03:33:10,12790
27900,03:33:11,12791
27932,03:33:12,12792
24789,03:33:14,12794
20100,03:33:20,12800
24079,03:33:23,12803
24661,03:33:26,12806
27522,03:33:26,12806
23068,03:33:27,12807
24199,03:33:28,12808
20915,03:33:28,12808
28140,03:33:29,12809
20261,03:33:36,12816
21000,03:33:39,12819
23010,03:33:40,12820
21022,03:33:42,12822
26337,03:33:46,12826
23027,03:33:49,12829
36359,03:33:51,12831
30009,03:33:53,12833
36009,03:33:58,12838
20417,03:34:00,12840
24022,03:34:00,12840
30133,03:34:01,12841
21054,03:34:07,12847
27568,03:34:09,12849
27397,03:34:09,12849
20843,03:34:12,12852
27407,03:34:13,12853
28219,03:34:16,12856
24846,03:34:19,12859
28042,03:34:24,12864
26111,03:34:25,12865
26005,03:34:25,12865
27239,03:34:27,12867
26709,03:34:28,12868
28154,03:34:33,12873
20723,03:34:33,12873
20218,03:34:35,12875
20794,03:34:37,12877
28143,03:34:43,12883
24520,03:34:44,12884
33225,03:34:45,12885
26010,03:34:48,12888
20325,03:34:49,12889
23780,03:34:51,12891
24297,03:35:01,12901
23938,03:35:06,12906
26093,03:35:06,12906
28211,03:35:06,12906
33038,03:35:09,12909
20956,03:35:10,12910
27759,03:35:16,12916
24254,03:35:17,12917
20948,03:35:18,12918
24198,03:35:23,12923
24344,03:35:28,12928
36004,03:35:29,12929
28160,03:35:29,12929
27359,03:35:30,12930
23982,03:35:31,12931
24552,03:35:32,12932
23505,03:35:35,12935
26972,03:35:35,12935
26054,03:35:36,12936
28205,03:35:37,12937
28397,03:35:39,12939
24228,03:35:44,12944
28324,03:35:46,12946
28132,03:35:47,12947
36267,03:35:47,12947
24273,03:36:04,12964
24132,03:36:12,12972
24515,03:36:14,12974
27996,03:36:14,12974
27535,03:36:17,12977
26033,03:36:19,12979
28442,03:36:20,12980
23990,03:36:20,12980
33037,03:36:20,12980
21103,03:36:24,12984
23406,03:36:29,12989
27207,03:36:31,12991
23205,03:36:35,12995
27734,03:36:41,13001
23271,03:36:43,13003
33032,03:36:43,13003
28092,03:36:45,13005
20011,03:36:46,13006
26971,03:36:52,13012
26065,03:36:53,13013
36007,03:36:54,13014
20387,03:36:57,13017
20308,03:36:58,13018
27533,03:37:00,13020
20255,03:37:01,13021
24040,03:37:02,13022
26075,03:37:04,13024
23523,03:37:05,13025
26239,03:37:07,13027
27545,03:37:10,13030
27252,03:37:10,13030
27991,03:37:14,13034
27249,03:37:18,13038
24443,03:37:19,13039
27674,03:37:20,13040
24656,03:37:21,13041
23054,03:37:25,13045
20234,03:37:28,13048
24884,03:37:30,13050
23038,03:37:37,13057
27019,03:37:37,13057
20650,03:37:41,13061
24046,03:37:42,13062
24278,03:37:42,13062
24163,03:37:43,13063
28021,03:37:43,13063
27762,03:37:43,13063
26109,03:37:44,13064
23063,03:37:44,13064
30183,03:37:45,13065
33297,03:37:47,13067
20784,03:37:49,13069
27798,03:37:49,13069
27479,03:37:50,13070
26106,03:37:53,13073
24707,03:37:53,13073
24873,03:37:59,13079
20788,03:38:00,13080
21039,03:38:02,13082
23030,03:38:05,13085
23846,03:38:07,13087
28505,03:38:09,13089
28390,03:38:09,13089
23857,03:38:10,13090
20601,03:38:13,13093
27904,03:38:15,13095
20083,03:38:16,13096
23374,03:38:16,13096
28235,03:38:18,13098
27330,03:38:19,13099
28124,03:38:20,13100
23267,03:38:22,13102
23473,03:38:23,13103
27213,03:38:28,13108
26048,03:38:30,13110
28194,03:38:36,13116
23099,03:38:36,13116
23963,03:38:36,13116
20757,03:38:37,13117
28073,03:38:39,13119
23244,03:38:41,13121
26134,03:38:42,13122
28120,03:38:42,13122
27764,03:38:45,13125
23733,03:38:46,13126
26030,03:38:48,13128
28387,03:38:49,13129
27781,03:38:56,13136
23252,03:38:57,13137
24333,03:38:59,13139
20566,03:39:05,13145
26320,03:39:09,13149
26079,03:39:12,13152
27382,03:39:12,13152
20680,03:39:12,13152
33027,03:39:15,13155
36216,03:39:19,13159
24096,03:39:21,13161
20722,03:39:25,13165
28147,03:39:25,13165
20923,03:39:27,13167
33339,03:39:28,13168
20450,03:39:31,13171
24074,03:39:31,13171
26014,03:39:31,13171
27965,03:39:32,13172
23150,03:39:32,13172
30218,03:39:32,13172
23925,03:39:34,13174
36205,03:39:34,13174
26084,03:39:34,13174
28467,03:39:34,13174
20143,03:39:37,13177
23652,03:39:43,13183
28071,03:39:44,13184
33019,03:39:48,13188
28340,03:39:49,13189
28256,03:39:51,13191
27370,03:39:52,13192
24426,03:39:52,13192
33003,03:39:53,13193
26012,03:39:55,13195
36043,03:39:57,13197
23154,03:39:57,13197
20951,03:39:59,13199
23210,03:40:00,13200
24711,03:40:03,13203
27707,03:40:07,13207
27813,03:40:07,13207
24232,03:40:08,13208
20097,03:40:08,13208
20527,03:40:15,13215
26025,03:40:22,13222
33192,03:40:23,13223
24386,03:40:24,13224
26022,03:40:27,13227
26464,03:40:30,13230
26632,03:40:34,13234
23165,03:40:34,13234
20237,03:40:36,13236
27166,03:40:36,13236
27227,03:40:37,13237
23438,03:40:37,13237
23084,03:40:37,13237
26274,03:40:39,13239
20137,03:40:42,13242
33025,03:40:43,13243
26979,03:40:45,13245
23544,03:40:47,13247
23428,03:40:48,13248
23043,03:40:51,13251
26050,03:40:51,13251
27775,03:40:52,13252
33259,03:40:55,13255
20569,03:40:56,13256
27436,03:40:57,13257
23416,03:41:04,13264
27960,03:41:06,13266
26019,03:41:06,13266
26493,03:41:06,13266
26416,03:41:06,13266
27028,03:41:07,13267
20651,03:41:10,13270
24827,03:41:13,13273
28117,03:41:14,13274
27134,03:41:17,13277
20188,03:41:17,13277
23798,03:41:18,13278
24209,03:41:19,13279
23629,03:41:19,13279
28248,03:41:20,13280
24859,03:41:21,13281
33024,03:41:25,13285
24696,03:41:28,13288
23474,03:41:29,13289
26230,03:41:29,13289
20857,03:41:30,13290
24020,03:41:31,13291
23158,03:41:35,13295
24381,03:41:37,13297
30216,03:41:39,13299
27470,03:41:41,13301
23412,03:41:42,13302
23720,03:41:43,13303
20187,03:41:43,13303
23687,03:41:47,13307
27209,03:41:47,13307
24187,03:41:49,13309
24329,03:41:51,13311
23415,03:41:51,13311
24050,03:41:51,13311
24301,03:41:53,13313
23828,03:41:55,13315
27703,03:41:58,13318
24701,03:42:00,13320
23138,03:42:03,13323
20328,03:42:07,13327
20154,03:42:10,13330
24561,03:42:15,13335
23844,03:42:17,13337
26668,03:42:21,13341
26158,03:42:34,13354
28386,03:42:37,13357
20721,03:42:40,13360
24504,03:42:41,13361
23602,03:42:44,13364
23525,03:42:44,13364
20764,03:42:47,13367
26967,03:42:48,13368
24605,03:42:49,13369
28006,03:42:51,13371
24437,03:42:53,13373
33031,03:42:56,13376
21070,03:42:58,13378
26599,03:42:58,13378
23125,03:43:02,13382
23109,03:43:02,13382
28174,03:43:03,13383
30051,03:43:06,13386
24211,03:43:10,13390
27228,03:43:13,13393
33030,03:43:14,13394
20930,03:43:16,13396
26271,03:43:17,13397
28065,03:43:19,13399
28334,03:43:23,13403
28428,03:43:24,13404
27687,03:43:27,13407
27100,03:43:28,13408
24128,03:43:28,13408
27684,03:43:31,13411
27768,03:43:33,13413
24239,03:43:33,13413
27142,03:43:38,13418
24658,03:43:39,13419
20543,03:43:39,13419
28326,03:43:40,13420
27235,03:43:41,13421
23302,03:43:42,13422
24306,03:43:42,13422
23325,03:43:45,13425
23347,03:43:46,13426
24397,03:43:47,13427
23536,03:43:48,13428
20758,03:43:50,13430
20033,03:43:51,13431
28363,03:43:51,13431
26784,03:43:55,13435
20442,03:43:57,13437
20630,03:44:01,13441
20424,03:44:02,13442
24435,03:44:06,13446
27234,03:44:06,13446
27744,03:44:07,13447
27663,03:44:08,13448
23184,03:44:08,13448
23014,03:44:09,13449
36444,03:44:09,13449
30037,03:44:11,13451
33012,03:44:13,13453
26685,03:44:13,13453
26969,03:44:16,13456
20089,03:44:16,13456
20738,03:44:17,13457
24849,03:44:19,13459
26760,03:44:20,13460
24257,03:44:23,13463
24222,03:44:24,13464
28486,03:44:26,13466
23540,03:44:27,13467
27648,03:44:28,13468
30033,03:44:30,13470
23149,03:44:32,13472
20514,03:44:32,13472
23296,03:44:35,13475
23905,03:44:35,13475
23403,03:44:36,13476
23754,03:44:37,13477
20366,03:44:38,13478
20754,03:44:39,13479
24864,03:44:41,13481
24242,03:44:42,13482
27653,03:44:49,13489
20998,03:44:50,13490
27705,03:44:53,13493
26088,03:44:55,13495
21058,03:44:57,13497
30010,03:45:03,13503
20422,03:45:04,13504
27537,03:45:07,13507
27505,03:45:10,13510
24486,03:45:12,13512
24688,03:45:13,13513
24000,03:45:13,13513
27971,03:45:15,13515
23575,03:45:16,13516
24584,03:45:16,13516
27279,03:45:17,13517
24421,03:45:18,13518
28116,03:45:19,13519
20511,03:45:21,13521
26423,03:45:22,13522
20499,03:45:25,13525
20066,03:45:29,13529
23284,03:45:29,13529
27772,03:45:29,13529
27281,03:45:30,13530
24752,03:45:30,13530
36022,03:45:30,13530
24027,03:45:31,13531
24308,03:45:32,13532
27958,03:45:34,13534
27423,03:45:35,13535
28083,03:45:37,13537
28052,03:45:43,13543
24159,03:45:45,13545
21067,03:45:45,13545
20797,03:45:48,13548
27399,03:45:50,13550
26026,03:45:51,13551
26800,03:45:52,13552
20964,03:45:53,13553
23460,03:45:57,13557
24455,03:45:59,13559
27316,03:45:59,13559
20433,03:46:01,13561
20288,03:46:04,13564
24535,03:46:06,13566
27485,03:46:08,13568
23006,03:46:09,13569
20238,03:46:09,13569
28360,03:46:10,13570
27678,03:46:11,13571
24494,03:46:11,13571
24425,03:46:13,13573
20400,03:46:13,13573
27681,03:46:14,13574
33283,03:46:16,13576
24734,03:46:16,13576
28206,03:46:20,13580
28056,03:46:20,13580
24645,03:46:22,13582
23187,03:46:23,13583
23339,03:46:23,13583
24099,03:46:25,13585
20061,03:46:27,13587
28389,03:46:27,13587
28078,03:46:29,13589
24330,03:46:31,13591
24454,03:46:32,13592
33307,03:46:33,13593
30222,03:46:33,13593
23860,03:46:36,13596
26410,03:46:39,13599
27828,03:46:40,13600
26731,03:46:40,13600
24131,03:46:41,13601
27503,03:46:43,13603
24067,03:46:45,13605
